Census Tract,County,Housing Units Count,Occupied,Owner occupied,Renter occupied,Vacant,For rent,"Rented, not occupied",For sale only,"Sold, not occupied","For seasonal, recreational, or occasional use",For migrant workers,Other Vacant,$100 or less (contract),$100 to $149 (contract),$150 to $199 (contract),$200 to $249 (contract),$250 to $299 (contract),$300 to $349 (contract),$350 to $399 (contract),$400 to $449 (contract),$450 to $499 (contract),$500 to $549 (contract),$550 to $599 (contract),$600 to $649 (contract),$650 to $699 (contract),$700 to $749 (contract),$750 to $799 (contract),$800 to $899 (contract),$900 to $999 (contract),"$1,000 to $1,249 (contract)","$1,250 to $1,499 (contract)","$1,500 to $1,999 (contract)","$2,000 to $2,499 (contract)","$2,500 to $2,999 (contract)","$3,000 to $3,499 (contract)","$3,500 or more (contract)",No cash rent (contract),$100 or less (gross),$100 to $149 (gross),$150 to $199 (gross),$200 to $249 (gross),$250 to $299 (gross),$300 to $349 (gross),$350 to $399 (gross),$400 to $449 (gross),$450 to $499 (gross),$500 to $549 (gross),$550 to $599 (gross),$600 to $649 (gross),$650 to $699 (gross),$700 to $749 (gross),$750 to $799 (gross),$800 to $899 (gross),$900 to $999 (gross),"$1,000 to $1,249 (gross)","$1,250 to $1,499 (gross)","$1,500 to $1,999 (gross)","$2,000 to $2,499 (gross)","$2,500 to $2,999 (gross)","$3,000 to $3,499 (gross)","$3,500 or more (gross)",No cash gross rent (gross),10.0 percent or less,10.0 to 14.9 percent,15.0 to 19.9 percent,20.0 to 24.9 percent,25.0 to 29.9 percent,30.0 to 34.9 percent,35.0 to 39.9 percent,40.0 to 49.9 percent,50.0 percent or more,Not computed
12011050900,Broward County,3112,2663,1735,928,449,32,48,42,16,270,0,41,0,0,0,0,0,0,0,0,0,0,0,61,0,12,14,39,0,129,101,296,98,40,68,28,42,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,65,15,13,241,267,127,40,0,96,42,0,99,66,89,27,191,105,75,234,42
12011051001,Broward County,2463,2165,1256,909,298,36,0,38,33,182,0,9,0,0,0,0,0,20,0,0,0,0,45,0,0,0,0,0,0,177,211,252,96,50,20,0,38,0,0,0,0,0,0,0,0,20,0,45,0,0,0,0,0,0,114,167,304,151,50,0,20,38,33,36,66,113,76,75,88,88,296,38
12011051002,Broward County,1719,1470,1067,403,249,61,0,25,0,67,0,96,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,12,0,59,65,98,39,62,0,24,9,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,12,0,59,10,130,62,51,11,24,9,32,7,82,17,8,33,67,0,148,9
12011060105,Broward County,3234,2978,2176,802,256,0,46,106,0,68,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,6,77,549,69,0,0,18,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,83,297,321,0,0,18,61,6,25,136,40,196,97,0,68,173,61
12011060107,Broward County,2075,1863,1203,660,212,36,0,0,0,146,0,30,0,0,0,0,0,35,0,0,0,0,26,0,0,0,0,8,7,112,191,281,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,26,8,0,8,189,347,47,0,0,0,0,0,31,30,160,48,10,84,76,221,0
12011060109,Broward County,1800,1697,1547,150,103,0,0,0,21,45,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,82,0,47,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,82,0,47,2,0,0,8,0,0,0,11,46,0,0,85,0
12011060111,Broward County,3369,3004,2334,670,365,138,0,0,0,107,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,66,131,104,227,75,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,134,220,118,14,36,0,0,0,7,59,39,49,18,54,52,392,0
12011060113,Broward County,2373,2330,1964,366,43,0,0,43,0,0,0,0,0,0,0,38,0,111,0,22,0,0,0,0,0,0,0,0,0,23,27,91,19,35,0,0,0,0,0,0,0,38,0,111,0,0,22,0,0,0,0,0,0,0,23,0,47,90,17,18,0,0,22,27,21,0,73,19,90,71,20,23
12011060114,Broward County,2675,2480,1831,649,195,20,83,24,21,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,282,118,115,38,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,282,24,209,10,28,0,0,62,0,24,43,0,0,24,301,34,161,62
12011060115,Broward County,2873,2659,982,1677,214,42,39,0,0,40,0,93,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,16,203,1080,159,117,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,16,19,775,648,41,76,0,32,0,82,167,103,63,109,239,141,741,32
12011060116,Broward County,2698,2488,1624,864,210,159,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,69,22,148,170,280,107,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,153,171,300,153,52,0,0,0,0,60,71,121,0,45,97,119,298,53
12011060117,Broward County,2917,2620,837,1783,297,187,0,26,0,28,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,167,358,1154,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,394,1053,257,0,0,0,0,0,35,24,101,242,164,259,122,819,17
12011060118,Broward County,1845,1774,1645,129,71,0,0,22,23,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,13,37,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,59,7,43,0,0,9,0,0,0,7,20,6,46,34,7,9
12011060119,Broward County,3068,2730,1822,908,338,0,0,0,63,244,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,69,264,277,136,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,229,261,217,153,0,0,70,142,69,105,172,67,33,26,224,0
12011060120,Broward County,3428,2909,1774,1135,519,269,47,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,18,273,582,81,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,18,164,512,236,125,61,0,48,40,237,202,83,45,120,14,346,0
12011060121,Broward County,1757,1713,1571,142,44,0,0,21,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,6,48,0,48,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,6,21,27,28,20,8,0,0,60,6,0,0,12,0,56,8
12011060122,Broward County,2585,2356,1086,1270,229,116,39,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,19,0,12,81,155,543,267,163,5,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,49,82,500,393,96,101,17,7,20,86,97,91,195,134,104,98,411,34
12011060123,Broward County,2042,1630,1309,321,412,48,0,0,29,247,0,88,0,0,0,0,0,0,0,0,0,26,0,0,0,10,0,0,22,22,121,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,10,62,193,8,0,0,0,0,0,22,34,48,48,55,0,37,77,0
12011060124,Broward County,3547,2895,1417,1478,652,91,76,0,94,256,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,442,634,283,0,0,46,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,479,633,0,0,46,0,17,0,15,143,161,127,91,45,228,612,56
12011060125,Broward County,790,776,720,56,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,43,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,43,4,0,0,0,0,0,0,0,0,14,9,0,0,33,0
12011060126,Broward County,2144,1867,1486,381,277,152,0,28,0,0,0,97,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,32,89,59,7,19,67,10,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,112,55,13,26,67,10,25,12,11,108,0,0,0,38,177,10
12011060127,Broward County,1649,1473,577,896,176,48,0,0,39,12,0,77,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,252,292,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,82,273,527,9,0,0,0,0,0,11,38,40,105,118,74,221,289,0
12011060128,Broward County,2890,2606,1815,791,284,0,0,0,45,226,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,5,30,138,204,132,135,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,36,5,113,185,189,152,0,0,0,85,40,56,45,68,81,62,31,56,267,85
12011060129,Broward County,1002,970,820,150,32,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,93,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,44,62,0,0,0,11,0,0,0,17,0,19,0,0,103,11
12011060130,Broward County,2639,2335,1246,1089,304,61,0,0,0,138,0,105,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,90,0,95,538,340,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,90,43,212,666,66,0,0,0,0,0,22,165,0,132,61,183,150,376,0
12011060203,Broward County,2115,2007,1017,990,108,12,20,26,0,31,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,9,111,157,316,269,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,191,117,510,37,115,0,0,0,0,48,35,106,41,151,9,158,442,0
12011060206,Broward County,2219,2049,1586,463,170,0,0,0,79,81,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,76,166,16,137,8,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,163,95,59,78,47,0,0,0,0,40,15,35,32,90,0,121,130,0
12011060207,Broward County,2771,2181,1773,408,590,0,0,134,34,295,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,65,0,59,147,11,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,206,0,11,0,39,0,0,0,70,0,0,196,38,65,39
12011060208,Broward County,1998,1943,1022,921,55,24,0,0,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,251,294,73,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,261,253,188,0,0,0,8,14,0,29,55,128,133,43,85,426,8
12011060209,Broward County,826,768,667,101,58,0,0,7,0,22,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,23,15,30,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,23,30,15,0,0,17,0,0,13,15,0,15,12,14,15,17
12011060210,Broward County,1057,1010,882,128,47,35,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,13,0,0,23,38,15,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,18,30,13,7,16,0,0,0,31,18,8,13,46,0,12,0
12011060211,Broward County,3176,2795,2779,16,381,0,0,0,52,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
12011060212,Broward County,1055,1004,899,105,51,0,0,0,0,25,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,17,6,22,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,28,0,31,0,0,0,31,0,35,22,0,17,0,0
12011060214,Broward County,2122,1597,1494,103,525,0,0,0,91,327,0,107,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,12,39,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,12,18,39,11,0,0,0,0,0,0,0,0,50,18,23,0,12,0,0
12011060215,Broward County,1977,1567,1274,293,410,35,0,0,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,14,149,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,14,142,22,24,0,0,0,0,12,0,50,31,115,0,12,15,58,0
12011060302,Broward County,2452,2253,609,1644,199,110,0,0,0,22,0,67,0,0,45,0,0,0,0,0,0,0,35,0,0,0,0,59,23,271,520,676,15,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,62,0,83,357,748,349,0,0,0,0,0,51,18,397,95,51,111,210,711,0
12011060303,Broward County,2599,2366,245,2121,233,165,0,0,0,34,0,34,0,0,0,0,0,0,0,0,0,0,0,31,0,20,0,0,62,596,964,362,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,20,349,692,842,133,54,0,0,0,20,32,60,260,176,159,132,206,995,81
12011060304,Broward County,1053,990,334,656,63,22,0,0,0,0,0,41,0,0,0,5,0,13,0,0,0,0,0,21,0,0,5,14,28,133,298,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,26,0,0,5,0,42,219,261,90,0,0,0,0,0,21,48,39,40,109,41,72,248,38
12011060305,Broward County,1056,863,407,456,193,48,18,27,16,32,0,52,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,49,122,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,32,18,311,76,0,0,0,0,0,0,1,60,46,49,100,10,190,0
12011060306,Broward County,1444,1182,692,490,262,0,0,0,26,191,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,35,224,138,47,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,192,83,142,0,0,0,0,16,0,44,86,46,60,28,52,36,108,30
12011060401,Broward County,2044,1718,1291,427,326,47,0,5,26,225,0,23,0,0,3,8,0,0,0,9,0,12,0,0,25,0,6,0,23,199,0,43,82,0,0,0,17,0,0,0,3,0,0,8,0,0,0,9,0,19,0,18,0,6,162,60,43,82,0,0,0,17,0,0,47,38,30,59,10,26,175,42
12011060402,Broward County,2624,2327,1003,1324,297,50,0,0,0,91,0,156,0,0,26,20,0,0,0,0,0,0,0,0,0,0,0,36,57,410,576,184,15,0,0,0,0,0,0,0,0,0,40,0,6,0,0,0,0,0,0,0,0,36,177,435,574,41,15,0,0,0,0,14,37,206,75,53,47,362,432,98
12011060404,Broward County,916,797,498,299,119,0,0,0,0,79,0,40,0,0,0,0,0,0,6,14,0,0,0,0,0,15,0,106,19,4,38,45,40,0,0,0,12,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,0,121,14,4,83,0,40,0,5,12,0,0,0,7,43,22,0,78,137,12
12011060405,Broward County,1942,1599,152,1447,343,118,0,0,0,174,0,51,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,90,327,351,541,0,27,0,0,0,57,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,90,564,472,183,27,0,0,0,57,0,0,23,97,96,53,437,84,600,57
12011060501,Broward County,2639,2541,1515,1026,98,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7,154,243,391,119,7,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,121,214,373,188,25,0,0,72,0,25,54,76,30,112,65,194,398,72
12011060503,Broward County,2011,1851,1215,636,160,67,0,0,33,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,273,263,33,11,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,219,247,86,37,0,34,0,0,54,65,170,7,46,51,209,34
12011060504,Broward County,1827,1755,1559,196,72,0,0,0,0,48,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,101,32,45,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37,80,16,45,8,0,0,10,0,0,64,0,61,53,8
12011060505,Broward County,2756,2545,1552,993,211,67,0,29,30,55,0,30,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,52,18,70,545,81,78,15,27,32,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,52,18,331,365,78,15,27,32,45,22,85,46,79,119,135,163,237,62
12011060603,Broward County,1933,1773,846,927,160,77,29,26,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,313,322,60,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,378,161,190,55,0,25,0,11,90,180,86,46,134,67,279,34
12011060605,Broward County,2006,1843,604,1239,163,75,58,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,497,646,48,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348,624,225,42,0,0,36,34,161,244,181,78,47,81,377,0
12011060606,Broward County,2535,2295,1239,1056,240,0,0,0,36,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,144,576,203,13,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,129,445,296,53,13,0,102,41,79,159,62,29,18,34,170,362,102
12011060607,Broward County,937,894,886,8,43,0,0,0,0,9,0,34,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
12011060608,Broward County,3552,3262,1754,1508,290,165,0,9,0,77,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,691,482,54,17,35,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,677,404,252,17,35,13,17,75,29,183,145,112,125,199,546,77
12011060609,Broward County,1547,1443,582,861,104,25,18,0,0,28,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,28,328,329,80,30,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,112,478,126,27,30,43,56,37,159,36,115,108,46,45,216,43
12011060700,Broward County,1218,1110,1051,59,108,0,0,0,0,29,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,11,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,11,0,0,9,0,0,0,0,0,11,0,0,16,32
12011060801,Broward County,570,565,512,53,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,21,0,0,0,0,0,0,3,0,0,0,8,12,30,0
12011060802,Broward County,2668,2393,1433,960,275,75,0,42,32,64,0,62,0,0,0,0,0,0,0,0,0,0,0,0,40,10,0,0,52,156,256,171,121,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,74,29,260,216,143,56,0,0,154,0,0,98,37,69,19,129,104,314,190
12011060900,Broward County,1481,1433,1354,79,48,12,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,11,27,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,25,13,0,9,0,13,0,14,10,11,0,0,22,9
12011061001,Broward County,2252,2252,2186,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,51,0,0,0,0,0,17,0,34,0,15,0
12011061003,Broward County,1275,1070,1048,22,205,26,0,55,33,64,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,12,0,0,0,0,12,0,10,0,0,0,0
12011061004,Broward County,3048,2809,986,1823,239,80,0,0,0,42,0,117,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,207,915,505,74,16,0,15,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,39,120,784,590,194,8,21,15,133,25,215,321,182,338,191,31,372,15
12011061100,Broward County,2591,2513,1406,1107,78,53,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,185,265,276,217,10,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,140,471,169,105,0,0,67,0,40,34,157,99,68,44,228,370,67
12011070102,Broward County,534,528,466,62,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,6,16,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,22,6,0,0,0,14,0,0,0,26,16,0,0,0,6,14
12011070103,Broward County,2754,2323,232,2091,431,124,125,0,0,91,0,91,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,34,40,62,142,463,1056,251,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,27,67,117,263,1133,330,148,0,0,0,77,305,158,214,471,63,137,439,227
12011070104,Broward County,2159,2007,911,1096,152,152,0,0,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,60,10,74,0,44,23,321,332,132,15,58,0,0,0,0,0,0,0,14,0,13,0,0,0,0,0,0,60,0,74,54,176,190,396,61,0,58,0,0,0,0,0,64,126,199,141,276,290,0
12011070204,Broward County,2042,1894,685,1209,148,113,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,29,10,107,607,372,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,78,32,445,545,64,0,0,19,10,7,66,194,59,63,42,66,657,45
12011070205,Broward County,2286,2104,1868,236,182,0,0,63,0,38,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,33,41,0,24,80,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,25,38,11,76,28,0,0,47,0,41,39,39,0,33,0,0,9,75
12011070208,Broward County,2692,2483,2065,418,209,0,0,40,45,84,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,15,57,133,66,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,39,75,76,66,0,45,0,46,16,18,14,14,80,0,185,45
12011070209,Broward County,1785,1698,1654,44,87,0,0,21,0,12,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,34,0,0,0,10,0,28,0,0,0,0,6,0
12011070210,Broward County,2111,1702,1425,277,409,0,0,0,50,276,0,83,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,54,9,13,108,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,63,9,87,111,0,0,0,0,0,25,32,16,67,0,55,22,60,0
12011070211,Broward County,2619,2469,1638,831,150,51,0,0,0,43,0,56,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,34,31,363,277,26,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,34,9,267,331,90,56,30,0,0,0,79,111,110,27,9,84,140,237,34
12011070212,Broward County,2084,1620,1102,518,464,0,0,21,0,315,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,314,24,10,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,320,30,35,0,0,60,0,78,93,56,55,31,0,34,103,68
12011070213,Broward County,1356,1330,796,534,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,16,0,68,84,189,120,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,16,0,152,173,121,45,0,10,0,0,0,39,63,103,35,31,47,124,92
12011070304,Broward County,2815,2815,2345,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,13,0,307,78,22,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,38,335,12,22,0,17,13,22,36,8,0,0,38,48,288,17
12011070306,Broward County,2513,2375,2316,59,138,0,0,0,81,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,46,0,0,0,0,0,0,0,0,13,46
12011070310,Broward County,1509,1464,1205,259,45,0,0,0,25,20,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,11,0,24,141,41,0,0,35,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,11,24,15,167,0,0,35,15,11,0,14,10,19,53,91,11,35
12011070311,Broward County,1908,1844,1324,520,64,37,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,269,25,81,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,288,25,70,37,9,0,0,19,12,0,172,0,103,164,50
12011070312,Broward County,2678,2115,1566,549,563,59,41,0,0,434,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,170,81,79,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,58,140,132,116,0,67,52,35,135,17,79,11,30,123,0
12011070314,Broward County,1488,1425,1368,57,63,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,42,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,42,7,0,7,0,1,0,0,0,22,20,7
12011070315,Broward County,1577,1577,1477,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,44,0,31,0,13,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,44,31,0,0,13,8,0,0,35,35,22,0,0,0,0,8
12011070316,Broward County,1811,1670,1592,78,141,0,10,0,19,63,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,52,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,44,17,0,9,0,0,16,8,0,0,0,5,40,9
12011070318,Broward County,2122,2122,1933,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36,98,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,82,91,0,0,0,0,55,10,0,46,63,15,0
12011070319,Broward County,1240,1214,1082,132,26,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,39,12,46,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,39,58,12,0,10,33,14,0,18,13,9,23,12
12011070320,Broward County,2408,2352,1670,682,56,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,54,129,322,73,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,105,90,326,146,0,0,0,16,238,69,26,50,23,260,0
