Census Tract,County,Housing Units Count,Occupied,Owner occupied,Renter occupied,Vacant,For rent,"Rented, not occupied",For sale only,"Sold, not occupied","For seasonal, recreational, or occasional use",For migrant workers,Other Vacant,$100 or less (contract),$100 to $149 (contract),$150 to $199 (contract),$200 to $249 (contract),$250 to $299 (contract),$300 to $349 (contract),$350 to $399 (contract),$400 to $449 (contract),$450 to $499 (contract),$500 to $549 (contract),$550 to $599 (contract),$600 to $649 (contract),$650 to $699 (contract),$700 to $749 (contract),$750 to $799 (contract),$800 to $899 (contract),$900 to $999 (contract),"$1,000 to $1,249 (contract)","$1,250 to $1,499 (contract)","$1,500 to $1,999 (contract)","$2,000 to $2,499 (contract)","$2,500 to $2,999 (contract)","$3,000 to $3,499 (contract)","$3,500 or more (contract)",No cash rent (contract),$100 or less (gross),$100 to $149 (gross),$150 to $199 (gross),$200 to $249 (gross),$250 to $299 (gross),$300 to $349 (gross),$350 to $399 (gross),$400 to $449 (gross),$450 to $499 (gross),$500 to $549 (gross),$550 to $599 (gross),$600 to $649 (gross),$650 to $699 (gross),$700 to $749 (gross),$750 to $799 (gross),$800 to $899 (gross),$900 to $999 (gross),"$1,000 to $1,249 (gross)","$1,250 to $1,499 (gross)","$1,500 to $1,999 (gross)","$2,000 to $2,499 (gross)","$2,500 to $2,999 (gross)","$3,000 to $3,499 (gross)","$3,500 or more (gross)",No cash gross rent (gross),10.0 percent or less,10.0 to 14.9 percent,15.0 to 19.9 percent,20.0 to 24.9 percent,25.0 to 29.9 percent,30.0 to 34.9 percent,35.0 to 39.9 percent,40.0 to 49.9 percent,50.0 percent or more,Not computed
12011031101,Broward County,1459,1060,886,174,399,0,0,24,0,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,36,47,44,19,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,57,44,19,0,0,0,10,0,0,7,65,27,0,23,0,42,10
12011031102,Broward County,2224,1856,991,865,368,0,0,0,27,243,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,202,398,217,0,9,0,9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,234,474,36,0,9,9,21,22,82,24,30,75,9,141,45,416,21
12011031203,Broward County,1499,833,659,174,666,21,0,0,0,599,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,42,104,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,65,39,6,0,16,0,6,6,6,0,0,65,0,75,16
12011031204,Broward County,3321,1739,1193,546,1582,36,0,24,22,1303,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,28,19,49,50,248,24,25,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,56,41,165,112,41,0,0,50,20,74,108,42,64,19,16,7,121,75
12011031205,Broward County,1398,845,587,258,553,87,0,0,16,414,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,49,67,26,48,18,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,44,30,68,48,18,4,24,5,3,5,6,5,44,15,40,106,29
12011031206,Broward County,3014,1357,1171,186,1657,0,0,63,0,1537,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,100,16,7,0,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,100,16,0,7,27,24,12,0,12,40,8,66,2,0,22,24
12011031207,Broward County,3976,2265,1578,687,1711,54,0,52,0,1461,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,161,21,147,75,209,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,40,161,9,147,87,209,7,36,25,12,35,59,225,16,0,272,7
12011040101,Broward County,1250,724,486,238,526,28,0,21,0,456,0,21,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,43,32,39,92,14,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,64,34,103,19,0,0,0,9,0,12,21,5,28,11,0,13,139,9
12011040102,Broward County,2586,1375,1035,340,1211,55,0,19,5,1067,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,131,102,19,50,0,11,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,105,129,20,50,8,11,8,10,27,17,73,8,8,13,21,139,24
12011040203,Broward County,1224,857,513,344,367,24,0,0,35,262,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,0,78,54,141,25,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,5,63,63,147,25,0,5,0,5,5,6,86,18,16,77,31,35,65,5
12011040204,Broward County,2458,2015,819,1196,443,20,0,83,0,340,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,43,89,727,101,183,43,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,125,609,226,147,60,19,0,0,51,0,176,40,93,212,344,280,0
12011040205,Broward County,2716,2460,1902,558,256,0,0,16,56,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,35,215,140,42,15,0,14,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,17,67,268,54,41,0,14,17,33,0,12,135,104,41,17,21,26,137,65
12011040206,Broward County,2079,1754,1178,576,325,30,0,0,0,248,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,64,155,129,159,11,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,127,111,179,60,11,18,0,0,51,104,131,49,41,22,39,139,0
12011040300,Broward County,2230,2006,903,1103,224,56,0,27,0,33,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,180,228,393,172,17,0,51,13,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,183,268,304,93,0,0,64,25,0,36,66,57,109,12,0,204,520,99
12011040401,Broward County,1610,1347,1041,306,263,28,0,9,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,50,69,46,0,15,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,45,35,93,0,0,15,33,0,0,21,14,26,51,8,15,138,33
12011040402,Broward County,1743,1500,1029,471,243,33,0,27,0,121,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,235,57,19,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,189,119,22,10,0,0,46,0,111,27,46,35,73,9,0,95,75
12011040502,Broward County,3376,2116,1771,345,1260,0,43,0,50,1004,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,19,64,97,16,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,17,83,60,37,16,85,0,19,0,19,0,68,18,0,96,76,49
12011040503,Broward County,1832,864,751,113,968,0,0,62,84,751,36,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,8,31,0,0,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,8,31,0,0,5,36,8,57,0,0,0,12,0,0,0,36
12011040505,Broward County,1853,816,651,165,1037,22,0,5,0,942,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,28,0,27,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,27,93,12,0,0,0,44,0,0,16,0,93
12011040506,Broward County,2820,1319,1027,292,1501,0,0,0,55,1396,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,122,63,68,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,93,68,0,31,0,56,26,0,11,18,49,0,64,68,0
12011040601,Broward County,2519,1806,1211,595,713,92,0,106,0,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,41,0,17,83,115,80,59,0,95,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,38,17,161,68,91,0,95,88,32,20,0,57,136,75,29,48,110,88
12011040602,Broward County,1582,1391,923,468,191,0,54,35,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,36,72,73,150,14,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,80,34,155,68,0,0,94,0,36,0,71,49,51,8,63,55,135,0
12011040701,Broward County,1636,1482,1078,404,154,31,20,27,31,13,0,32,0,0,0,0,0,0,0,0,0,0,3,0,0,23,0,33,20,54,74,94,8,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,36,20,42,30,150,8,0,21,74,0,9,84,122,0,27,66,23,10,63,0
12011040702,Broward County,2452,1952,872,1080,500,91,0,46,83,184,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,78,298,224,164,188,47,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,322,170,214,246,18,29,12,0,65,34,207,162,22,60,129,164,214,23
12011040801,Broward County,2042,1710,937,773,332,47,0,51,0,208,0,26,0,0,0,0,0,0,0,0,13,0,0,8,0,10,0,39,0,56,207,416,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,10,20,42,34,512,118,0,0,0,24,0,0,32,112,67,39,122,111,266,24
12011040802,Broward County,2561,2096,754,1342,465,110,28,0,0,279,0,48,0,0,15,0,0,0,0,0,0,0,0,0,0,13,0,0,99,294,624,272,10,0,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,13,0,17,297,419,540,26,0,0,0,15,0,91,135,255,184,202,42,71,271,91
12011040901,Broward County,1656,1494,917,577,162,23,41,20,0,19,0,59,0,0,20,0,0,48,0,0,0,34,0,24,0,54,0,19,111,134,53,66,0,14,0,0,0,0,0,0,0,20,0,0,9,10,29,0,0,0,0,24,30,43,244,35,83,36,0,14,0,0,0,42,42,10,70,21,0,86,306,0
12011040902,Broward County,1470,1424,1117,307,46,0,0,0,0,0,0,46,0,25,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,36,6,151,32,0,0,0,42,0,0,0,0,0,0,0,0,25,0,15,0,0,0,0,0,0,7,21,104,70,23,0,0,42,0,36,24,13,22,0,62,18,73,59
12011041000,Broward County,1163,1010,666,344,153,35,0,13,0,0,0,105,0,0,24,0,4,0,0,0,0,28,0,14,0,0,8,32,0,56,71,90,17,0,0,0,0,0,0,0,0,0,0,17,0,0,0,28,7,4,14,0,19,8,37,62,112,36,0,0,0,0,0,0,46,49,0,28,57,8,147,9
12011041100,Broward County,1955,1753,842,911,202,49,0,45,0,0,0,108,0,0,0,0,0,9,0,0,0,0,14,0,0,60,76,109,148,133,118,76,112,32,0,0,24,0,0,0,0,0,0,9,0,0,0,0,0,0,0,14,148,133,176,155,102,118,0,32,0,24,34,65,65,102,95,102,70,37,285,56
12011041200,Broward County,1539,1469,793,676,70,27,0,0,0,0,0,43,44,24,0,27,0,37,0,0,0,0,20,0,0,0,33,34,0,88,47,213,64,0,0,0,45,0,0,0,24,0,0,27,44,0,37,0,0,0,0,8,33,0,60,82,101,215,0,0,0,45,0,0,48,55,63,130,27,77,231,45
12011041300,Broward County,2268,2172,1441,731,96,0,0,0,42,0,0,54,0,0,0,0,22,0,0,0,16,0,0,71,0,0,0,15,16,65,90,324,90,0,0,0,22,0,0,0,0,0,0,0,0,0,0,22,71,0,16,0,0,0,31,123,233,213,0,0,0,22,0,0,16,0,142,68,0,62,421,22
12011041400,Broward County,1424,1185,394,791,239,125,41,0,0,0,0,73,0,0,0,0,0,0,0,59,0,0,0,0,43,27,82,220,45,175,78,27,27,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,135,114,136,167,61,4,50,0,0,8,0,0,42,92,53,122,7,105,362,8
12011041500,Broward County,1716,1587,144,1443,129,59,0,0,0,12,0,58,40,0,37,16,40,37,14,21,72,102,0,13,79,0,53,129,159,270,142,132,15,0,0,0,72,0,0,40,6,31,56,0,26,13,85,79,18,25,0,70,71,82,222,283,187,77,0,0,0,72,98,55,63,135,87,249,32,108,521,95
12011041601,Broward County,1321,1285,328,957,36,36,0,0,0,0,0,0,32,0,33,0,0,0,30,11,21,40,0,0,0,0,0,110,259,298,104,0,19,0,0,0,0,32,0,0,0,33,0,0,0,14,27,21,40,0,0,0,47,63,328,282,51,19,0,0,0,0,0,32,69,36,144,168,68,138,267,35
12011041602,Broward County,1316,1165,163,1002,151,81,0,0,0,0,0,70,45,18,0,0,0,0,0,0,0,0,74,0,0,65,83,195,152,99,20,251,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,19,83,113,202,152,99,59,191,21,0,0,0,0,7,69,262,144,0,79,178,263,0
12011041700,Broward County,1985,1817,324,1493,168,52,0,0,0,0,0,116,0,0,0,15,0,0,0,10,0,0,22,0,23,20,25,57,277,588,133,301,22,0,0,0,0,0,0,0,0,0,15,0,0,10,0,0,22,0,0,20,76,97,491,439,289,34,0,0,0,0,0,33,83,85,232,143,28,375,470,44
12011041801,Broward County,1142,874,522,352,268,31,12,18,18,171,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,85,46,132,19,5,7,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,85,28,136,38,0,5,58,0,13,38,34,26,83,10,68,46,34,0
12011041802,Broward County,2649,2362,1010,1352,287,0,0,90,0,197,0,0,9,0,0,34,7,0,19,18,18,31,60,0,0,37,23,0,26,186,336,189,97,106,0,95,61,9,0,0,34,7,0,19,18,18,16,47,28,0,37,23,0,26,119,175,378,91,151,0,95,61,47,105,70,178,72,147,161,25,416,131
12011041900,Broward County,2975,2191,769,1422,784,177,0,129,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,53,0,9,64,217,60,135,474,206,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,26,0,281,46,132,433,155,109,187,0,60,73,78,416,230,77,92,56,340,0
12011042000,Broward County,2196,1420,1099,321,776,23,0,131,22,407,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,69,37,100,46,22,17,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,34,43,129,29,27,29,18,4,0,45,28,42,51,13,9,29,66,38
12011042100,Broward County,3078,1544,1071,473,1534,94,36,90,0,1236,0,78,0,0,0,0,0,0,0,0,0,0,47,0,0,0,12,0,0,43,73,154,99,35,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,12,0,43,51,155,107,39,9,10,0,47,57,98,81,9,53,45,15,54,14
12011042200,Broward County,2991,1387,1197,190,1604,175,0,221,91,1035,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,26,26,47,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,26,26,47,45,0,0,0,0,33,30,0,72,10,45
12011042301,Broward County,3095,2306,1370,936,789,153,59,0,0,532,0,45,17,0,0,0,0,0,0,0,0,0,0,43,0,0,0,48,0,81,103,169,274,83,52,66,0,17,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,48,62,122,146,297,83,34,84,0,0,29,74,136,74,135,55,60,336,37
12011042302,Broward County,850,714,63,651,136,72,47,0,0,0,0,17,0,0,7,0,0,0,0,0,0,0,0,44,0,0,32,19,20,122,96,29,160,122,0,0,0,0,0,0,0,7,0,0,0,0,0,0,44,0,0,0,35,16,119,62,86,148,128,6,0,0,21,52,101,128,38,37,47,79,141,7
12011042400,Broward County,652,559,469,90,93,40,0,0,0,19,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,35,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,41,23,0,0,12,0,0,5,16,26,21,0,22,0,0,0
12011042501,Broward County,3192,2841,34,2807,351,133,0,0,0,112,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,390,185,518,1088,272,126,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,122,471,1154,414,126,161,0,44,154,304,389,315,326,186,191,898,0
12011042502,Broward County,4169,2877,1113,1764,1292,324,57,215,54,567,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,124,249,616,253,135,331,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,225,554,273,201,331,34,123,83,170,375,387,119,36,76,341,54
12011042601,Broward County,2163,1653,774,879,510,42,0,123,0,257,0,88,0,8,35,0,0,0,0,16,15,0,0,0,0,17,0,10,70,63,137,37,94,61,177,20,119,0,0,0,35,8,0,0,0,31,0,0,0,0,17,0,10,55,15,186,51,94,61,147,50,119,28,96,46,86,220,126,0,76,82,119
12011042602,Broward County,1363,1171,268,903,192,42,0,41,27,0,0,82,0,0,0,0,0,0,60,0,0,0,0,0,36,0,0,183,87,114,84,106,175,21,37,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,36,17,113,215,99,130,87,109,37,0,0,0,201,237,7,92,91,112,19,107,37
12011042700,Broward County,2620,2292,1152,1140,328,91,0,117,0,88,0,32,52,0,40,0,0,15,0,0,0,16,0,29,0,0,15,16,107,189,167,441,36,17,0,0,0,0,0,0,0,40,0,0,67,0,0,16,0,0,0,29,15,123,48,216,459,74,53,0,0,0,71,21,0,101,185,55,79,175,453,0
12011042801,Broward County,1574,1384,805,579,190,70,0,0,0,35,0,85,0,0,0,0,0,0,0,0,0,0,13,0,0,0,55,0,0,269,123,42,12,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,257,112,112,20,0,0,0,65,63,0,23,36,7,0,44,55,183,168
12011042802,Broward County,702,626,458,168,76,0,0,15,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,57,14,18,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,62,14,18,0,51,0,0,0,5,0,20,10,49,21,36,23,4
12011042900,Broward County,2619,2358,1762,596,261,153,0,39,0,69,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,67,46,289,105,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,9,104,168,141,85,0,0,27,0,14,186,0,14,99,116,14,117,36
12011043001,Broward County,825,766,697,69,59,0,0,0,19,33,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,11,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,11,8,0,11,0,0,11,5,0,0,0,11,39,3,0
12011043002,Broward County,2322,2267,1502,765,55,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,124,375,22,79,127,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,263,236,101,9,118,0,0,22,0,98,201,26,9,61,59,122,167,22
12011043100,Broward County,1880,1807,1451,356,73,22,0,0,20,11,0,20,0,0,0,0,0,0,0,0,0,0,67,12,0,0,0,17,0,44,106,12,71,10,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,12,49,61,27,91,37,44,0,10,7,14,71,39,21,46,0,8,51,99,7
12011043301,Broward County,2464,2206,1633,573,258,80,0,34,20,83,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,74,140,106,91,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,86,15,183,83,193,0,0,0,0,102,263,62,21,35,22,0,68,0
12011043302,Broward County,1039,905,144,761,134,41,15,0,19,40,0,19,0,0,0,0,0,0,0,0,0,0,0,44,0,5,14,51,35,158,184,259,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,23,21,0,5,0,49,150,171,253,84,0,0,5,0,0,18,189,85,74,55,4,103,213,20
12011050100,Broward County,1582,1553,1211,342,29,8,0,0,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,20,21,37,140,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,56,41,29,134,35,0,0,0,37,21,0,50,34,28,8,27,50,87,37
12011050204,Broward County,3033,2440,1180,1260,593,197,0,0,101,49,0,246,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,25,0,46,912,91,89,17,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,71,250,726,116,17,0,0,46,0,94,118,68,119,391,105,113,206,46
12011050205,Broward County,2166,1332,1091,241,834,47,0,28,45,673,0,41,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,180,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,163,36,25,0,0,0,0,8,17,45,16,38,33,18,66,0
12011050206,Broward County,2656,2064,968,1096,592,186,0,0,0,375,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,71,328,253,134,63,87,102,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,337,266,153,93,87,102,45,12,73,88,256,65,49,68,70,370,45
12011050207,Broward County,3082,2892,1111,1781,190,47,0,16,0,127,0,0,0,0,0,0,16,0,0,0,0,0,102,0,0,0,0,130,6,251,511,530,193,0,0,22,20,0,0,0,0,0,0,0,0,16,0,0,48,41,0,13,0,87,215,292,739,288,0,0,22,20,6,0,174,166,221,475,241,36,442,20
12011050208,Broward County,1694,1505,599,906,189,33,0,0,0,35,0,121,0,0,0,0,0,0,0,0,0,0,0,17,0,0,50,5,6,119,147,148,121,47,179,67,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,115,114,236,131,47,179,67,0,0,12,13,66,53,89,180,116,377,0
12011050301,Broward County,2561,2513,1727,786,48,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,94,371,94,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,129,149,329,50,0,0,118,0,26,18,27,98,0,0,58,441,118
12011050306,Broward County,1976,1640,438,1202,336,60,0,0,0,250,0,26,0,0,0,0,0,12,0,0,0,0,14,0,0,0,0,27,155,408,298,282,0,0,0,0,6,0,0,0,0,0,0,0,12,0,0,0,0,0,14,0,27,0,306,280,382,175,0,0,0,6,0,85,29,229,50,189,150,102,362,6
12011050308,Broward County,953,953,350,603,0,0,0,0,0,0,0,0,86,64,72,0,0,0,0,0,0,0,41,0,14,0,0,44,40,123,65,0,0,10,0,0,44,0,0,0,63,45,19,95,0,0,0,0,0,41,14,0,44,0,116,47,65,0,0,10,0,44,0,41,0,59,56,70,18,97,218,44
12011050309,Broward County,1093,1060,315,745,33,22,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,221,422,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,123,265,352,0,0,0,0,0,0,0,18,24,7,118,90,5,478,5
12011050311,Broward County,2933,1821,983,838,1112,0,0,23,43,980,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,56,157,381,172,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,153,325,288,0,0,0,0,51,0,22,0,148,75,46,32,125,339,51
12011050312,Broward County,1721,1245,697,548,476,31,0,0,20,404,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,267,107,18,27,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,132,91,20,7,0,0,12,0,0,66,0,47,73,19,59,245,39
12011050313,Broward County,1681,1579,405,1174,102,31,0,0,19,32,0,20,35,0,0,11,74,0,0,0,0,0,0,0,0,0,35,0,393,109,214,225,60,0,18,0,0,20,15,0,11,74,0,0,0,0,0,0,0,0,0,0,35,304,89,167,231,210,0,18,0,0,0,20,81,181,14,21,72,132,593,60
12011050314,Broward County,1928,1550,593,957,378,63,0,0,0,294,0,21,0,0,0,0,0,0,0,0,0,104,0,0,0,50,0,0,12,348,412,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,50,0,193,288,291,0,0,0,0,31,53,18,55,115,93,13,0,85,494,31
12011050315,Broward County,1432,1112,1020,92,320,49,0,48,0,185,0,38,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,54,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,72,15,0,0,0,0,0,0,0,0,0,0,18,0,0,0,74,0
12011050316,Broward County,1462,1136,1043,93,326,0,0,37,0,87,0,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,29,0,20,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29,0,20,0,0,0,0,12,0,0,20,0,0,0,0,32,0,41
12011050401,Broward County,2076,1877,860,1017,199,0,0,0,0,129,0,70,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,9,117,282,395,181,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,9,42,230,311,346,46,0,0,22,0,29,165,179,61,145,91,163,129,55
12011050402,Broward County,1973,1828,1372,456,145,0,0,16,0,88,0,41,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,11,196,113,76,0,0,0,14,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,7,6,63,225,64,44,0,0,14,0,10,59,65,91,0,0,60,157,14
12011050501,Broward County,1393,1278,995,283,115,0,0,33,0,49,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,11,128,25,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,136,35,25,0,0,8,0,0,22,0,65,7,0,0,181,8
12011050502,Broward County,1986,1847,1199,648,139,14,0,0,0,38,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,171,173,154,87,8,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,177,251,49,46,0,0,26,30,8,32,6,108,38,118,106,176,26
12011050601,Broward County,1726,1470,1099,371,256,0,0,49,0,173,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,11,48,148,67,34,19,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,12,164,44,77,12,18,0,7,0,0,11,74,57,25,26,8,64,106,0
12011050602,Broward County,2069,1689,773,916,380,75,31,0,0,140,0,134,0,0,5,0,0,0,0,0,0,0,11,0,14,8,0,55,51,341,208,120,41,15,0,0,47,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,30,89,187,253,233,33,24,15,0,47,0,22,86,85,103,114,47,83,310,66
12011050701,Broward County,1394,1182,558,624,212,35,0,0,0,42,0,135,0,0,0,0,0,0,0,0,0,0,0,36,0,0,32,17,28,171,231,49,14,28,0,0,18,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,17,107,271,133,9,33,0,0,18,0,43,86,76,42,67,66,83,143,18
12011050702,Broward County,2789,2681,909,1772,108,0,0,0,0,36,0,72,25,0,0,0,0,0,0,0,0,58,18,0,0,33,0,42,197,454,568,266,34,77,0,0,0,0,0,0,0,0,0,25,0,0,0,0,32,0,0,26,51,42,378,487,584,51,96,0,0,0,44,186,298,64,220,52,310,147,451,0
12011050800,Broward County,2009,1734,996,738,275,43,0,0,0,153,0,79,0,0,0,0,0,27,43,0,0,0,0,0,0,0,0,25,29,264,111,99,78,45,0,0,17,0,0,0,0,0,0,0,27,0,0,43,0,0,0,0,25,0,72,221,210,44,79,0,0,17,31,76,7,0,120,34,25,34,394,17
