COUNTY,Geography,Occupation,Median Hourly Wage (2023 $),Maximum Affordable Rent (30% of Income),2023 HUD 2BR Fair Market Rent,"% Income Needed for 2 BR, Median Wage Worker",# of Workers in 2022,Annual Wage as a % AMI for a Family of 3,Datasource,Report Name,URL
"Lake County, Orange County, Osceola County, Seminole County","Orlando-Kissimmee, FL MSA","Substitute Teachers, Short-Term",24.99,1300,1616,0.37,990,0.66,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Lake County, Orange County, Osceola County, Seminole County","Orlando-Kissimmee, FL MSA",Tellers,18.83,979,1616,0.5,1530,0.5,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Lake County, Orange County, Osceola County, Seminole County","Orlando-Kissimmee, FL MSA",Veterinary Technologists and Technicians,18.82,978,1616,0.5,1060,0.49,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Lake County, Orange County, Osceola County, Seminole County","Orlando-Kissimmee, FL MSA",Waiters and Waitresses,14.84,772,1616,0.63,35040,0.39,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",All Occupations,22.32,1161,1375,0.36,229070,0.6,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Automotive Service Technicians and Mechanics,22.34,1162,1375,0.36,1340,0.6,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Bartenders,14.52,755,1375,0.55,1220,0.39,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Carpenters,22.49,1169,1375,0.35,1340,0.6,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Cashiers,13.29,691,1375,0.6,6010,0.36,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA","Child, Family, and School Social Workers",21.56,1121,1375,0.37,220,0.58,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Childcare Workers,14.71,765,1375,0.54,630,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Construction Laborers,18.92,984,1375,0.42,2060,0.51,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA","Cooks, Restaurant",15.34,798,1375,0.52,2790,0.41,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Customer Service Representatives,17.62,916,1375,0.45,5300,0.47,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Dental Assistants,22.37,1163,1375,0.35,640,0.6,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Dishwashers,13.92,724,1375,0.57,960,0.37,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Electricians,24.49,1273,1375,0.32,1160,0.66,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA","Elementary School Teachers, Except Special Education",25.12,1306,1375,0.32,1790,0.67,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Fast Food and Counter Workers,11.94,621,1375,0.66,4780,0.32,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Firefighters,20.39,1060,1375,0.39,850,0.55,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Food Preparation Workers,15.04,782,1375,0.53,2100,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA","Hairdressers, Hairstylists, and Cosmetologists",14.95,777,1375,0.53,370,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23.46,1220,1375,0.34,860,0.63,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Heavy and Tractor-Trailer Truck Drivers,23.44,1219,1375,0.34,1500,0.63,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Home Health and Personal Care Aides,14.36,747,1375,0.55,1940,0.39,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA","Hotel, Motel, and Resort Desk Clerks",14.49,754,1375,0.55,360,0.39,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA","Janitors and Cleaners, Except Maids and Housekeeping Cleaners",14.3,744,1375,0.55,2870,0.38,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Landscaping and Groundskeeping Workers,15.18,789,1375,0.52,1930,0.41,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Laundry and Dry-Cleaning Workers,12.58,654,1375,0.63,220,0.34,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Licensed Practical and Licensed Vocational Nurses,25.16,1309,1375,0.32,950,0.68,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Light Truck Drivers,18.98,987,1375,0.42,1270,0.51,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Maids and Housekeeping Cleaners,14.09,733,1375,0.56,1110,0.38,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Medical Assistants,18.68,971,1375,0.42,1180,0.5,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Mental Health and Substance Abuse Social Workers,24.14,1255,1375,0.33,100,0.65,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA","Middle School Teachers, Except Special and Career/Technical Education",25.14,1307,1375,0.32,770,0.68,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Nursing Assistants,15.44,803,1375,0.51,2460,0.42,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA","Office Clerks, General",18.98,987,1375,0.42,4220,0.51,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA","Painters, Construction and Maintenance",19.54,1016,1375,0.41,440,0.53,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Paralegals and Legal Assistants,24.49,1273,1375,0.32,620,0.66,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Paramedics,19.79,1029,1375,0.4,100,0.53,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Pharmacy Technicians,18.45,959,1375,0.43,880,0.5,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA","Plumbers, Pipefitters, and Steamfitters",24.48,1273,1375,0.32,890,0.66,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Police and Sheriff's Patrol Officers,25.46,1324,1375,0.31,910,0.68,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA","Preschool Teachers, Except Special Education",14.37,747,1375,0.55,770,0.39,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Receptionists and Information Clerks,15.2,790,1375,0.52,1760,0.41,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Registered Nurses,38.62,2008,1375,0.21,4740,1.04,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Retail Salespersons,14.74,767,1375,0.54,6650,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Roofers,18.42,958,1375,0.43,890,0.49,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA","Secondary School Teachers, Except Special and Career/Technical Education",25.33,1317,1375,0.31,1620,0.68,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",19.67,1023,1375,0.4,2680,0.53,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Security Guards,14.59,758,1375,0.54,1490,0.39,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA","Substitute Teachers, Short-Term",13.6,707,1375,0.58,520,0.37,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Tellers,18.98,987,1375,0.42,390,0.51,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Veterinary Technologists and Technicians,18.51,963,1375,0.43,320,0.5,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
Brevard County,"Palm Bay-Melbourne-Titusville, FL MSA",Waiters and Waitresses,14.35,746,1375,0.55,5090,0.39,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",All Occupations,19.02,989,1299,0.39,81270,0.56,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Automotive Service Technicians and Mechanics,22.24,1157,1299,0.34,490,0.65,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Bartenders,14.17,737,1299,0.53,540,0.42,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Carpenters,20.64,1073,1299,0.36,450,0.61,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Cashiers,13.11,681,1299,0.57,2710,0.38,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA","Child, Family, and School Social Workers",24.8,1290,1299,0.3,180,0.73,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Childcare Workers,13.57,706,1299,0.55,280,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Construction Laborers,17.6,915,1299,0.43,810,0.52,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA","Cooks, Restaurant",15.13,787,1299,0.5,1200,0.44,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Correctional Officers and Jailers,20.99,1091,1299,0.36,250,0.62,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Customer Service Representatives,17.82,927,1299,0.42,1450,0.52,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Dental Assistants,22.53,1172,1299,0.33,180,0.66,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Dishwashers,13.73,714,1299,0.55,430,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Electricians,23.95,1245,1299,0.31,450,0.7,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA","Elementary School Teachers, Except Special Education",23.76,1235,1299,0.32,670,0.7,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Fast Food and Counter Workers,11.83,615,1299,0.63,2490,0.35,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Firefighters,17.67,919,1299,0.42,310,0.52,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Food Preparation Workers,14.66,762,1299,0.51,750,0.43,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA","Hairdressers, Hairstylists, and Cosmetologists",14.39,748,1299,0.52,190,0.42,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23.32,1213,1299,0.32,570,0.68,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Heavy and Tractor-Trailer Truck Drivers,21.51,1119,1299,0.35,840,0.63,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Home Health and Personal Care Aides,14.24,740,1299,0.53,370,0.42,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA","Hotel, Motel, and Resort Desk Clerks",13.94,725,1299,0.54,340,0.41,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA","Janitors and Cleaners, Except Maids and Housekeeping Cleaners",14,728,1299,0.54,1120,0.41,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Landscaping and Groundskeeping Workers,15.22,791,1299,0.49,660,0.45,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Laundry and Dry-Cleaning Workers,12.74,662,1299,0.59,120,0.37,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Licensed Practical and Licensed Vocational Nurses,22.58,1174,1299,0.33,320,0.66,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Light Truck Drivers,19.45,1011,1299,0.39,530,0.57,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Maids and Housekeeping Cleaners,14.03,729,1299,0.53,730,0.41,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Medical Assistants,17.91,931,1299,0.42,440,0.53,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Mental Health and Substance Abuse Social Workers,24.67,1283,1299,0.3,40,0.72,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA","Middle School Teachers, Except Special and Career/Technical Education",23.84,1240,1299,0.31,310,0.7,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Nursing Assistants,16.47,856,1299,0.46,670,0.48,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA","Office Clerks, General",18.53,964,1299,0.4,1780,0.54,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA","Painters, Construction and Maintenance",18.94,985,1299,0.4,250,0.56,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Paralegals and Legal Assistants,24.3,1263,1299,0.31,210,0.71,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Paramedics,18.76,976,1299,0.4,50,0.55,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Pharmacy Technicians,17.88,930,1299,0.42,250,0.52,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA","Plumbers, Pipefitters, and Steamfitters",23.46,1220,1299,0.32,370,0.69,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Police and Sheriff's Patrol Officers,23.88,1242,1299,0.31,490,0.7,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA","Preschool Teachers, Except Special Education",14.8,769,1299,0.51,260,0.43,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Receptionists and Information Clerks,14.65,762,1299,0.51,600,0.43,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Registered Nurses,37.6,1955,1299,0.2,1550,1.1,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Retail Salespersons,14.53,756,1299,0.52,3110,0.43,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Roofers,19.09,993,1299,0.39,230,0.56,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
