COUNTY,Geography,Occupation,Median Hourly Wage (2023 $),Maximum Affordable Rent (30% of Income),2023 HUD 2BR Fair Market Rent,"% Income Needed for 2 BR, Median Wage Worker",# of Workers in 2022,Annual Wage as a % AMI for a Family of 3,Datasource,Report Name,URL
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA","Secondary School Teachers, Except Special and Career/Technical Education",23.88,1242,1299,0.31,430,0.7,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",18.93,985,1299,0.4,950,0.56,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Security Guards,13.81,718,1299,0.54,420,0.41,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA","Substitute Teachers, Short-Term",13.07,680,1299,0.57,430,0.38,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Tellers,19.19,998,1299,0.39,190,0.56,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Veterinary Technologists and Technicians,17.62,916,1299,0.43,70,0.52,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Bay County, Gulf County, Calhoun County","Panama City-Lynn Haven, FL MSA",Waiters and Waitresses,13.91,723,1299,0.54,2450,0.41,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",All Occupations,19.54,1016,1168,0.34,181590,0.55,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Automotive Service Technicians and Mechanics,22.22,1156,1168,0.3,1060,0.63,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Bartenders,14.05,730,1168,0.48,940,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA","Bus Drivers, Transit and Intercity",20.25,1053,1168,0.33,80,0.57,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Carpenters,21.33,1109,1168,0.32,950,0.6,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Cashiers,12.74,662,1168,0.53,5410,0.36,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA","Child, Family, and School Social Workers",18.79,977,1168,0.36,330,0.53,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Childcare Workers,14.11,734,1168,0.48,580,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Construction Laborers,17.9,931,1168,0.38,1400,0.51,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA","Cooks, Restaurant",14.69,764,1168,0.46,2420,0.41,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Customer Service Representatives,17.79,925,1168,0.38,3510,0.5,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Dental Assistants,19.52,1015,1168,0.35,430,0.55,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Dishwashers,12.42,646,1168,0.54,660,0.35,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Electricians,24.05,1251,1168,0.28,850,0.68,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Fast Food and Counter Workers,11.72,609,1168,0.57,5530,0.33,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Firefighters,17.83,927,1168,0.38,410,0.5,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Food Preparation Workers,14.4,749,1168,0.47,1570,0.41,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA","Hairdressers, Hairstylists, and Cosmetologists",17.22,895,1168,0.39,370,0.49,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA","Heating, Air Conditioning, and Refrigeration Mechanics and Installers",23.87,1241,1168,0.28,840,0.67,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Heavy and Tractor-Trailer Truck Drivers,22.19,1154,1168,0.3,1570,0.63,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Home Health and Personal Care Aides,13.81,718,1168,0.49,1450,0.39,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA","Hotel, Motel, and Resort Desk Clerks",14.12,734,1168,0.48,370,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA","Janitors and Cleaners, Except Maids and Housekeeping Cleaners",13.44,699,1168,0.5,2640,0.38,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Landscaping and Groundskeeping Workers,16.25,845,1168,0.41,1290,0.46,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Laundry and Dry-Cleaning Workers,12.07,628,1168,0.56,520,0.34,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Licensed Practical and Licensed Vocational Nurses,24.29,1263,1168,0.28,890,0.69,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Light Truck Drivers,18.09,941,1168,0.37,1020,0.51,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Maids and Housekeeping Cleaners,13.85,720,1168,0.49,1240,0.39,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Medical Assistants,17.83,927,1168,0.38,1170,0.5,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Mental Health and Substance Abuse Social Workers,22.93,1192,1168,0.29,70,0.65,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Nursing Assistants,15.2,790,1168,0.44,2170,0.43,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA","Office Clerks, General",18.01,937,1168,0.37,3910,0.51,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA","Painters, Construction and Maintenance",18.54,964,1168,0.36,430,0.52,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Paralegals and Legal Assistants,24.47,1272,1168,0.28,830,0.69,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Paramedics,19.93,1036,1168,0.34,130,0.56,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Pharmacy Technicians,18.12,942,1168,0.37,700,0.51,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA","Plumbers, Pipefitters, and Steamfitters",24,1248,1168,0.28,690,0.68,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Police and Sheriff's Patrol Officers,23.58,1226,1168,0.29,990,0.67,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA","Preschool Teachers, Except Special Education",14.1,733,1168,0.48,790,0.4,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Receptionists and Information Clerks,14.95,777,1168,0.45,1460,0.42,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Registered Nurses,32.8,1706,1168,0.21,4940,0.93,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Retail Salespersons,14.43,750,1168,0.47,5740,0.41,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Roofers,22.12,1150,1168,0.3,420,0.62,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA","Secondary School Teachers, Except Special and Career/Technical Education",23.42,1218,1168,0.29,600,0.66,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",17.97,934,1168,0.37,1950,0.51,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Security Guards,13.88,722,1168,0.49,1290,0.39,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA","Substitute Teachers, Short-Term",14.92,776,1168,0.45,40,0.42,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Tellers,17.75,923,1168,0.38,570,0.5,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Veterinary Technologists and Technicians,18.03,938,1168,0.37,260,0.51,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Escambia County, Santa Rosa County","Pensacola-Ferry Pass-Brent, FL MSA",Waiters and Waitresses,13.15,684,1168,0.51,4430,0.37,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Martin County, Saint Lucie County","Port St. Lucie-Fort Pierce, FL MSA",All Occupations,19.4,1009,1458,0.43,156870,0.53,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
"Martin County, Saint Lucie County","Port St. Lucie-Fort Pierce, FL MSA",Automotive Service Technicians and Mechanics,23.66,1230,1458,0.36,1180,0.65,Florida Housing Data Clearinghouse,"Wage and Rent Comparison by Occupation, 2023",http://flhousingdata.shimberg.ufl.edu/affordability/results?nid=100000
